BillingId,Customer_id,Amount,Date,Year
555,62,54.73047152,01-06-2016,2016
556,62,117.7926646,01-07-2016,2016
557,62,934.5606438,01-08-2016,2016
558,62,891.7862198,01-09-2016,2016
559,63,671.9580884,01-01-2016,2016
560,63,867.8096197,01-02-2016,2016
561,63,14.04537073,01-03-2016,2016
562,63,504.3623277,01-04-2016,2016
563,63,988.1880433,01-05-2016,2016
564,63,828.2408975,01-06-2016,2016
565,63,717.0958277,01-07-2016,2016
566,63,244.5399184,01-08-2016,2016
567,63,228.6071952,01-09-2016,2016
568,64,73.63058417,01-01-2016,2016
569,64,977.3535994,01-02-2016,2016
570,64,117.4497542,01-03-2016,2016
571,64,958.1164701,01-04-2016,2016
572,64,995.2623667,01-05-2016,2016
573,64,707.2728405,01-06-2016,2016
574,64,836.579538,01-07-2016,2016
575,64,524.5937193,01-08-2016,2016
576,64,171.4175516,01-09-2016,2016
577,65,148.8079988,01-01-2016,2016
578,65,840.59652,01-02-2016,2016
579,65,852.8982958,01-03-2016,2016
580,65,441.4345108,01-04-2016,2016
581,65,693.4648731,01-05-2016,2016
582,65,952.6426192,01-06-2016,2016
583,65,509.3402927,01-07-2016,2016
584,65,977.5612615,01-08-2016,2016
585,65,210.9968623,01-09-2016,2016
586,66,782.191759,01-01-2016,2016
587,66,131.4031893,01-02-2016,2016
588,66,693.8284338,01-03-2016,2016
589,66,140.2031677,01-04-2016,2016
590,66,710.2881353,01-05-2016,2016
591,66,482.7316306,01-06-2016,2016
592,66,157.3238557,01-07-2016,2016
593,66,134.8009716,01-08-2016,2016
594,66,43.02572003,01-09-2016,2016
595,67,441.7077595,01-01-2016,2016
596,67,11.53765917,01-02-2016,2016
597,67,661.123824,01-03-2016,2016
598,67,870.4584329,01-04-2016,2016
599,67,853.1566385,01-05-2016,2016
600,67,214.1094587,01-06-2016,2016
601,67,703.7940455,01-07-2016,2016
602,67,902.6361166,01-08-2016,2016
603,67,752.8855655,01-09-2016,2016
604,68,158.047297,01-01-2016,2016
605,68,677.1119085,01-02-2016,2016
606,68,950.8186849,01-03-2016,2016
607,68,768.880175,01-04-2016,2016
608,68,386.0089318,01-05-2016,2016
609,68,160.3904903,01-06-2016,2016
610,68,221.1604784,01-07-2016,2016
611,68,198.6491541,01-08-2016,2016
612,68,285.2522552,01-09-2016,2016
613,69,495.8726938,01-01-2016,2016
614,69,896.6362789,01-02-2016,2016
615,69,307.6494525,01-03-2016,2016
616,69,184.4603733,01-04-2016,2016
617,69,498.7284604,01-05-2016,2016
618,69,548.8588257,01-06-2016,2016
619,69,989.0251905,01-07-2016,2016
620,69,813.8448,01-08-2016,2016
621,69,351.6994106,01-09-2016,2016
622,70,937.5796737,01-01-2016,2016
623,70,586.2227881,01-02-2016,2016
624,70,749.5128059,01-03-2016,2016
625,70,770.3005888,01-04-2016,2016
626,70,385.2562175,01-05-2016,2016
627,70,392.4713607,01-06-2016,2016
628,70,196.4123585,01-07-2016,2016
629,70,513.3952462,01-08-2016,2016
630,70,980.3176001,01-09-2016,2016
631,71,249.5070292,01-01-2016,2016
632,71,905.1851122,01-02-2016,2016
633,71,776.187873,01-03-2016,2016
634,71,840.1673065,01-04-2016,2016
635,71,913.5586833,01-05-2016,2016
636,71,485.3995116,01-06-2016,2016
637,71,990.2270375,01-07-2016,2016
638,71,614.9327127,01-08-2016,2016
639,71,421.7049415,01-09-2016,2016
640,72,38.94871423,01-01-2016,2016
641,72,5.040214627,01-02-2016,2016
642,72,186.7697674,01-03-2016,2016
643,72,917.3134196,01-04-2016,2016
644,72,675.9394721,01-05-2016,2016
645,72,69.95419159,01-06-2016,2016
646,72,995.3739019,01-07-2016,2016
647,72,854.0133058,01-08-2016,2016
648,72,397.7255822,01-09-2016,2016
649,73,890.1378627,01-01-2016,2016
650,73,255.1411384,01-02-2016,2016
651,73,230.6617061,01-03-2016,2016
652,73,145.7426364,01-04-2016,2016
653,73,985.8810887,01-05-2016,2016
654,73,339.9011147,01-06-2016,2016
655,73,711.8518785,01-07-2016,2016
656,73,189.3752198,01-08-2016,2016
657,73,96.50578781,01-09-2016,2016
658,74,908.0155486,01-01-2016,2016
659,74,910.5125241,01-02-2016,2016
660,74,263.4408677,01-03-2016,2016
661,74,103.5938465,01-04-2016,2016
662,74,100.8700375,01-05-2016,2016
663,74,423.8384308,01-06-2016,2016
664,74,474.6062714,01-07-2016,2016
665,74,377.805132,01-08-2016,2016
666,74,807.086771,01-09-2016,2016
667,75,788.9774697,01-01-2016,2016
668,75,661.2763008,01-02-2016,2016
669,75,710.514489,01-03-2016,2016
670,75,853.4542084,01-04-2016,2016
671,75,934.9374917,01-05-2016,2016
672,75,371.3563112,01-06-2016,2016
673,75,345.1360733,01-07-2016,2016
674,75,276.6062793,01-08-2016,2016
675,75,531.525592,01-09-2016,2016
676,76,985.856921,01-01-2016,2016
677,76,777.0000491,01-02-2016,2016
678,76,612.8821822,01-03-2016,2016
679,76,406.635343,01-04-2016,2016
680,76,668.6575507,01-05-2016,2016
681,76,65.65194569,01-06-2016,2016
682,76,549.0806367,01-07-2016,2016
683,76,640.3705434,01-08-2016,2016
684,76,575.6211861,01-09-2016,2016
685,77,976.629556,01-01-2016,2016
686,77,203.2076329,01-02-2016,2016
687,77,295.802195,01-03-2016,2016
688,77,393.7066458,01-04-2016,2016
689,77,743.7800849,01-05-2016,2016
690,77,19.69464656,01-06-2016,2016
691,77,487.947547,01-07-2016,2016
692,77,723.3136711,01-08-2016,2016
693,77,20.319406,01-09-2016,2016
694,78,902.8699996,01-01-2016,2016
695,78,739.2915232,01-02-2016,2016
696,78,539.8427007,01-03-2016,2016
697,78,389.2876141,01-04-2016,2016
698,78,556.8390821,01-05-2016,2016
699,78,144.9596689,01-06-2016,2016
700,78,634.9299437,01-07-2016,2016
701,78,715.6586679,01-08-2016,2016
702,78,116.0196101,01-09-2016,2016
